id_usuario;edad;nacionalidad;origen;tipo_turista_preferido;compañia_viaje;frecuencia_viaje;restricciones_movilidad;presupuesto_estimado;sitios_visitados;calificacion_sitios_previos;tiempo_estancia_promedio
U05508;63;México;Extranjero;naturaleza;amigos;2;ninguna;211826;15;4.6;349
U05509;68;Colombia;Bogotá;naturaleza;familia;2;ninguna;149791;12;4.6;239
U05510;38;Colombia;Cartagena;naturaleza;familia;1;ninguna;179863;14;3.8;322
U05511;28;Colombia;Cali;aventura;familia;4;ninguna;80000;18;4.6;222
U05512;66;Colombia;Pereira;naturaleza;solo;3;ninguna;91666;14;4.9;194
U05513;57;Colombia;Tunja;gastronómico;amigos;1;ninguna;281010;35;3.2;44
U05514;19;Colombia;Neiva;aventura;amigos;4;ninguna;159064;18;4.0;310
U05515;45;Colombia;Pasto;cultural;pareja;2;ninguna;150731;16;4.8;324
U05516;27;Colombia;Barranquilla;aventura;solo;2;ninguna;160198;10;5.0;90
U05517;52;Colombia;Neiva;naturaleza;amigos;2;ninguna;194722;0;4.5;75
U05518;37;Colombia;Bogotá;aventura;pareja;2;ninguna;175307;38;3.5;341
U05519;48;Colombia;Bucaramanga;cultural;solo;4;ninguna;284665;23;4.2;147
U05520;53;Colombia;Tunja;cultural;familia;1;ninguna;288898;11;3.3;143
U05521;66;Colombia;Manizales;cultural;pareja;1;ninguna;139911;10;3.5;65
U05522;23;Colombia;Bogotá;gastronómico;pareja;3;ninguna;203701;37;4.4;45
U05523;46;Colombia;Cali;gastronómico;pareja;2;ninguna;262000;13;3.9;333
U05524;52;Colombia;Neiva;cultural;pareja;3;ninguna;180041;24;4.5;200
U05525;62;Colombia;Neiva;aventura;amigos;1;ninguna;279363;38;4.5;74
U05526;26;Colombia;Villavicencio;naturaleza;pareja;1;ninguna;268944;35;4.3;187
U05527;18;México;Extranjero;naturaleza;pareja;1;ninguna;136727;30;3.6;81
U05528;34;Colombia;Tunja;aventura;pareja;1;ninguna;364160;24;4.5;228
U05529;67;Colombia;Tunja;cultural;pareja;1;ninguna;116577;32;4.4;345
U05530;37;Colombia;Manizales;aventura;solo;1;ninguna;206845;12;3.7;30
U05531;50;Colombia;Villavicencio;aventura;pareja;2;ninguna;219626;17;4.0;305
U05532;55;Colombia;Cúcuta;aventura;familia;2;ninguna;316533;7;4.0;250
U05533;33;Colombia;Cali;gastronómico;pareja;3;ninguna;325685;17;4.2;240
U05534;57;Colombia;Neiva;aventura;amigos;2;ninguna;345822;13;4.1;43
U05535;51;Colombia;Cúcuta;naturaleza;pareja;2;ninguna;208279;1;4.0;314
U05536;37;Colombia;Villavicencio;cultural;pareja;2;ninguna;110711;15;4.8;219
U05537;42;Colombia;Cali;aventura;solo;2;ninguna;245079;11;4.0;161
U05538;29;Perú;Extranjero;aventura;pareja;3;ninguna;147754;13;4.6;284
U05539;53;Colombia;Villavicencio;cultural;amigos;2;ninguna;306943;23;4.6;183
U05540;30;Colombia;Ibagué;cultural;pareja;2;leve;102725;29;4.7;167
U05541;67;Colombia;Tunja;naturaleza;pareja;2;leve;106827;35;3.0;336
U05542;39;Colombia;Villavicencio;naturaleza;solo;3;ninguna;285991;5;4.9;201
U05543;58;Colombia;Barranquilla;naturaleza;familia;1;ninguna;204949;1;4.3;62
U05544;22;Colombia;Bogotá;cultural;pareja;2;ninguna;149159;24;4.2;289
U05545;41;Colombia;Tunja;naturaleza;amigos;3;ninguna;222712;35;3.8;299
U05546;67;Colombia;Villavicencio;cultural;pareja;2;ninguna;231677;27;4.5;92
U05547;69;Colombia;Cartagena;naturaleza;pareja;2;ninguna;138123;31;4.7;205
U05548;40;Colombia;Neiva;relax_fotografía;pareja;2;ninguna;303260;25;5.0;270
U05549;53;Colombia;Tunja;naturaleza;solo;3;leve;148280;37;3.6;321
U05550;30;Colombia;Manizales;gastronómico;solo;3;ninguna;243058;13;3.8;199
U05551;38;Colombia;Manizales;cultural;familia;1;ninguna;80000;36;4.2;31
U05552;32;Colombia;Villavicencio;naturaleza;amigos;3;ninguna;144207;25;4.3;231
U05553;20;Colombia;Medellín;cultural;amigos;1;ninguna;250872;16;3.5;175
U05554;34;Colombia;Medellín;aventura;familia;4;ninguna;159995;38;3.9;117
U05555;23;Colombia;Bogotá;aventura;familia;1;ninguna;245658;6;3.7;340
U05556;45;Chile;Extranjero;cultural;solo;2;ninguna;268687;29;4.5;259
U05557;64;Colombia;Manizales;naturaleza;familia;1;ninguna;341132;39;4.8;302
U05558;44;Colombia;Pereira;aventura;pareja;1;ninguna;219988;12;4.3;265
U05559;20;Colombia;Villavicencio;cultural;familia;2;ninguna;89693;28;4.5;283
U05560;24;Colombia;Manizales;naturaleza;amigos;2;ninguna;259961;4;3.8;343
U05561;34;Colombia;Bogotá;cultural;pareja;3;leve;201663;6;4.2;81
U05562;67;Colombia;Villavicencio;relax_fotografía;pareja;1;ninguna;347099;36;4.7;66
U05563;64;Colombia;Bucaramanga;naturaleza;solo;4;ninguna;304833;30;3.9;306
U05564;18;Colombia;Bucaramanga;gastronómico;pareja;3;ninguna;331538;22;4.6;226
U05565;56;Colombia;Medellín;cultural;familia;1;ninguna;324064;26;4.2;252
U05566;18;Colombia;Barranquilla;aventura;amigos;3;ninguna;340446;28;4.7;318
U05567;66;Colombia;Manizales;relax_fotografía;solo;2;silla_ruedas;168459;25;3.7;35
U05568;44;Colombia;Cúcuta;naturaleza;solo;2;ninguna;242707;37;4.5;290
U05569;25;Colombia;Cali;naturaleza;familia;3;ninguna;193096;24;4.6;139
U05570;32;Colombia;Medellín;naturaleza;pareja;4;ninguna;240922;30;4.5;144
U05571;44;Colombia;Bogotá;gastronómico;pareja;3;ninguna;199475;15;4.5;128
U05572;68;Estados Unidos;Extranjero;cultural;solo;2;ninguna;174937;30;4.4;298
U05573;26;Colombia;Neiva;gastronómico;solo;2;ninguna;305919;15;3.1;128
U05574;58;España;Extranjero;aventura;solo;2;ninguna;135272;22;4.5;308
U05575;55;Colombia;Barranquilla;gastronómico;pareja;2;ninguna;133429;7;3.6;355
U05576;27;Colombia;Tunja;cultural;pareja;2;ninguna;238862;33;4.3;70
U05577;53;Colombia;Cali;aventura;pareja;2;ninguna;197908;15;4.0;110
U05578;47;Colombia;Barranquilla;naturaleza;solo;3;ninguna;124503;2;4.3;269
U05579;45;Argentina;Extranjero;relax_fotografía;pareja;1;ninguna;183184;34;4.0;250
U05580;36;Colombia;Ibagué;aventura;pareja;4;silla_ruedas;80000;32;5.0;227
U05581;60;Colombia;Cali;naturaleza;pareja;2;ninguna;146256;36;4.2;89
U05582;26;España;Extranjero;naturaleza;pareja;1;ninguna;247027;28;4.4;97
U05583;53;Colombia;Ibagué;cultural;amigos;1;ninguna;248274;15;4.0;193
U05584;25;Colombia;Ibagué;cultural;solo;3;leve;243652;13;4.1;185
U05585;21;Colombia;Ibagué;naturaleza;familia;4;ninguna;401257;19;4.6;76
U05586;22;Colombia;Villavicencio;cultural;familia;1;ninguna;93553;4;3.6;37
U05587;30;Colombia;Tunja;relax_fotografía;pareja;2;ninguna;193458;11;3.7;271
U05588;40;Colombia;Cúcuta;naturaleza;pareja;1;ninguna;358975;9;4.9;34
U05589;45;Colombia;Pasto;cultural;solo;1;ninguna;307511;23;4.2;117
U05590;26;Colombia;Bogotá;naturaleza;pareja;3;ninguna;305582;16;4.0;253
U05591;61;Colombia;Bogotá;aventura;solo;3;ninguna;253778;12;3.9;208
U05592;69;Colombia;Pereira;gastronómico;pareja;4;ninguna;350860;21;5.0;63
U05593;60;Colombia;Villavicencio;naturaleza;familia;3;ninguna;80000;9;4.3;264
U05594;32;Colombia;Cartagena;aventura;familia;1;ninguna;80000;33;4.2;91
U05595;52;Colombia;Cúcuta;naturaleza;solo;4;ninguna;172443;22;4.6;217
U05596;63;Colombia;Cartagena;cultural;amigos;1;ninguna;218461;15;4.8;347
U05597;34;Colombia;Villavicencio;cultural;familia;1;ninguna;293531;20;4.3;97
U05598;53;Chile;Extranjero;cultural;amigos;1;ninguna;281291;27;5.0;130
U05599;61;Colombia;Ibagué;cultural;pareja;2;ninguna;304207;36;4.7;317
U05600;54;Colombia;Manizales;naturaleza;pareja;2;ninguna;212548;10;4.2;66
U05601;40;Colombia;Ibagué;naturaleza;pareja;2;ninguna;259154;32;4.2;155
U05602;64;Colombia;Neiva;cultural;familia;1;ninguna;158775;15;4.0;344
U05603;64;Ecuador;Extranjero;naturaleza;pareja;3;ninguna;228454;9;4.1;52
U05604;26;Colombia;Pereira;aventura;amigos;1;ninguna;99288;4;4.6;179
U05605;39;Colombia;Bucaramanga;cultural;pareja;2;ninguna;159827;18;4.1;335
U05606;62;Colombia;Bogotá;cultural;familia;2;ninguna;91640;26;3.6;327
U05607;36;Colombia;Bucaramanga;cultural;pareja;1;ninguna;255324;8;4.2;346
U05608;38;Colombia;Cali;aventura;amigos;1;ninguna;212178;39;3.3;350
U05609;54;Colombia;Bogotá;relax_fotografía;solo;1;ninguna;317157;3;4.5;181
U05610;45;Colombia;Bucaramanga;aventura;pareja;3;ninguna;123950;3;4.0;246
U05611;39;Colombia;Cartagena;aventura;familia;1;ninguna;207127;17;4.0;48
U05612;47;Colombia;Neiva;naturaleza;pareja;4;ninguna;212459;39;5.0;35
U05613;43;Colombia;Villavicencio;naturaleza;familia;3;ninguna;110122;30;3.8;169
U05614;20;Colombia;Medellín;cultural;familia;4;ninguna;228487;14;4.0;72
U05615;26;Colombia;Tunja;cultural;pareja;2;ninguna;169344;16;3.5;86
U05616;42;Colombia;Cartagena;cultural;pareja;4;ninguna;152608;21;4.9;348
U05617;60;Colombia;Neiva;naturaleza;pareja;1;ninguna;235047;2;4.2;114
U05618;60;Colombia;Neiva;naturaleza;solo;2;ninguna;169540;13;3.8;40
U05619;24;Colombia;Medellín;cultural;pareja;2;silla_ruedas;128524;25;4.2;332
U05620;33;Colombia;Manizales;cultural;familia;3;ninguna;80000;21;4.1;96
U05621;59;Chile;Extranjero;aventura;pareja;1;ninguna;175139;13;4.9;303
U05622;59;Colombia;Cartagena;naturaleza;amigos;2;ninguna;263370;14;4.9;279
U05623;64;Colombia;Pasto;gastronómico;familia;1;ninguna;140786;18;4.2;341
U05624;46;Colombia;Tunja;naturaleza;amigos;4;ninguna;211919;16;4.3;158
U05625;49;Colombia;Manizales;gastronómico;familia;2;ninguna;170968;31;4.7;257
U05626;21;Colombia;Cúcuta;naturaleza;familia;1;ninguna;191361;10;3.5;319
U05627;56;Colombia;Tunja;gastronómico;familia;2;ninguna;224298;16;4.4;318
U05628;19;Colombia;Bogotá;cultural;pareja;3;ninguna;163632;26;3.5;246
U05629;57;Colombia;Bogotá;aventura;familia;1;ninguna;224262;12;4.5;172
U05630;64;Argentina;Extranjero;relax_fotografía;familia;2;ninguna;247020;28;4.4;97
U05631;38;Colombia;Bogotá;naturaleza;solo;3;ninguna;239635;19;4.1;83
U05632;38;Francia;Extranjero;naturaleza;pareja;1;ninguna;80000;29;4.0;186
U05633;23;Colombia;Cartagena;gastronómico;pareja;3;ninguna;301271;29;4.2;40
U05634;67;Colombia;Pasto;cultural;solo;1;ninguna;264177;39;3.8;330
U05635;62;Colombia;Tunja;aventura;pareja;3;ninguna;375010;13;4.1;257
U05636;48;Colombia;Manizales;aventura;solo;2;ninguna;172351;25;3.4;287
U05637;37;Colombia;Medellín;gastronómico;solo;2;ninguna;233918;6;4.0;128
U05638;49;México;Extranjero;gastronómico;pareja;2;ninguna;272990;7;3.9;30
U05639;50;Colombia;Medellín;naturaleza;amigos;1;ninguna;299293;32;4.0;80
U05640;66;Colombia;Ibagué;cultural;amigos;2;ninguna;218387;23;3.9;347
U05641;42;Colombia;Cali;naturaleza;pareja;3;ninguna;94099;7;4.1;189
U05642;18;Perú;Extranjero;cultural;pareja;3;ninguna;252594;5;4.7;198
U05643;45;Argentina;Extranjero;cultural;amigos;4;ninguna;160637;25;4.1;341
U05644;37;Colombia;Barranquilla;naturaleza;pareja;3;ninguna;235941;7;3.1;54
U05645;49;Colombia;Barranquilla;naturaleza;solo;2;ninguna;230614;10;3.7;159
U05646;54;España;Extranjero;gastronómico;pareja;1;ninguna;205509;28;4.4;250
U05647;66;Colombia;Neiva;gastronómico;familia;4;ninguna;255306;4;4.4;172
U05648;52;Colombia;Neiva;gastronómico;pareja;2;ninguna;212063;35;3.6;113
U05649;53;Colombia;Villavicencio;aventura;solo;3;leve;225738;18;5.0;63
U05650;20;Colombia;Medellín;naturaleza;familia;2;ninguna;261375;14;4.6;283
U05651;63;Colombia;Ibagué;aventura;pareja;3;ninguna;242101;29;3.7;269
U05652;52;Colombia;Pereira;cultural;pareja;1;ninguna;233766;30;4.3;78
U05653;33;Colombia;Cali;relax_fotografía;pareja;2;ninguna;80000;9;3.6;149
U05654;51;Colombia;Cali;cultural;pareja;1;ninguna;198486;14;4.4;199
U05655;39;Colombia;Villavicencio;gastronómico;amigos;3;ninguna;231314;38;3.9;326
U05656;49;Colombia;Ibagué;naturaleza;solo;2;ninguna;235195;26;4.6;148
U05657;43;Colombia;Barranquilla;relax_fotografía;amigos;1;ninguna;80000;6;4.6;105
U05658;22;Colombia;Cartagena;cultural;pareja;2;ninguna;200336;17;4.4;39
U05659;55;Colombia;Ibagué;aventura;pareja;1;ninguna;383501;18;3.9;350
U05660;28;Colombia;Barranquilla;cultural;familia;2;ninguna;261497;6;2.4;69
U05661;60;Colombia;Cúcuta;naturaleza;pareja;3;ninguna;80000;34;3.6;50
U05662;45;Colombia;Tunja;cultural;amigos;2;ninguna;250808;5;3.4;118
U05663;33;Colombia;Villavicencio;cultural;pareja;2;ninguna;278390;5;4.6;245
U05664;26;Colombia;Neiva;aventura;pareja;2;ninguna;212821;19;4.7;281
U05665;21;Colombia;Bucaramanga;cultural;solo;3;ninguna;100135;19;4.5;90
U05666;50;Colombia;Villavicencio;gastronómico;familia;2;ninguna;275254;11;4.0;209
U05667;52;Colombia;Medellín;aventura;solo;1;ninguna;363423;6;3.4;109
U05668;32;México;Extranjero;cultural;familia;1;ninguna;185043;13;4.7;184
U05669;51;Colombia;Pasto;relax_fotografía;pareja;1;ninguna;311629;19;4.0;161
U05670;66;Colombia;Cali;gastronómico;pareja;1;ninguna;98966;30;4.2;158
U05671;56;Colombia;Tunja;gastronómico;amigos;1;ninguna;291369;16;3.9;241
U05672;63;Colombia;Ibagué;cultural;familia;1;ninguna;225018;0;3.8;40
U05673;32;Colombia;Manizales;aventura;pareja;1;ninguna;337476;25;4.4;64
U05674;63;Colombia;Cartagena;naturaleza;pareja;2;ninguna;279321;26;4.6;81
U05675;19;Colombia;Pasto;aventura;solo;1;ninguna;171616;20;4.0;318
U05676;44;Colombia;Medellín;relax_fotografía;pareja;4;ninguna;276696;12;3.9;86
U05677;28;Colombia;Ibagué;relax_fotografía;pareja;2;ninguna;240738;36;5.0;153
U05678;21;Perú;Extranjero;relax_fotografía;familia;1;ninguna;135936;31;3.8;101
U05679;40;Colombia;Pasto;naturaleza;familia;2;ninguna;153053;23;4.1;232
U05680;55;Colombia;Cali;relax_fotografía;familia;3;ninguna;109618;1;4.7;157
U05681;63;Colombia;Cartagena;cultural;familia;2;ninguna;204151;20;4.3;56
U05682;30;Colombia;Ibagué;relax_fotografía;solo;3;ninguna;292044;0;3.8;82
U05683;21;Colombia;Cali;aventura;pareja;1;ninguna;153611;18;4.5;76
U05684;48;Colombia;Cartagena;cultural;pareja;2;ninguna;186458;26;3.5;49
U05685;65;Colombia;Medellín;gastronómico;solo;1;ninguna;173550;39;4.3;38
U05686;68;Colombia;Bogotá;naturaleza;pareja;2;ninguna;197871;18;3.6;296
U05687;24;Colombia;Bucaramanga;naturaleza;pareja;1;ninguna;290619;19;4.0;58
U05688;56;Colombia;Cartagena;cultural;amigos;4;ninguna;270266;3;3.9;142
U05689;65;Colombia;Bucaramanga;aventura;pareja;4;ninguna;182232;11;4.6;348
U05690;33;Colombia;Bucaramanga;naturaleza;pareja;2;ninguna;152649;22;3.6;101
U05691;23;Canadá;Extranjero;cultural;amigos;4;ninguna;261909;39;3.5;112
U05692;57;Colombia;Bogotá;cultural;amigos;1;ninguna;185651;34;4.5;144
U05693;24;Colombia;Barranquilla;naturaleza;pareja;1;ninguna;345421;13;3.5;68
U05694;62;Colombia;Cartagena;naturaleza;solo;4;ninguna;369113;9;3.8;308
U05695;34;Colombia;Cúcuta;relax_fotografía;pareja;2;ninguna;324103;3;4.3;215
U05696;24;Colombia;Bogotá;cultural;pareja;4;ninguna;177434;25;4.2;203
U05697;28;Colombia;Cúcuta;cultural;familia;4;ninguna;180510;35;5.0;236
U05698;36;Colombia;Tunja;naturaleza;amigos;3;ninguna;310465;24;3.5;328
U05699;26;Colombia;Medellín;cultural;solo;3;ninguna;351074;37;4.3;212
U05700;57;Colombia;Pasto;cultural;pareja;2;ninguna;196121;7;4.5;38
U05701;67;Colombia;Bucaramanga;gastronómico;pareja;1;ninguna;242437;6;3.0;251
U05702;28;Colombia;Cúcuta;relax_fotografía;solo;2;ninguna;265979;4;4.1;203
U05703;42;España;Extranjero;aventura;pareja;1;ninguna;246345;5;4.5;328
U05704;50;Colombia;Cali;gastronómico;pareja;4;ninguna;196705;34;3.8;350
U05705;39;Colombia;Neiva;gastronómico;pareja;2;leve;246214;23;4.5;239
U05706;61;Colombia;Bogotá;cultural;pareja;3;ninguna;238090;26;3.9;215
U05707;18;Colombia;Tunja;cultural;pareja;1;ninguna;161267;17;3.4;144
U05708;26;Colombia;Manizales;naturaleza;solo;1;ninguna;295330;13;3.2;230
U05709;56;Colombia;Pereira;cultural;pareja;3;ninguna;218278;0;5.0;124
U05710;27;Colombia;Bucaramanga;naturaleza;pareja;2;ninguna;349090;33;3.4;52
U05711;52;Colombia;Pereira;cultural;familia;2;ninguna;360332;16;4.5;234
U05712;40;Colombia;Barranquilla;naturaleza;familia;3;ninguna;274045;11;4.8;96
U05713;50;Colombia;Pasto;naturaleza;amigos;2;ninguna;278486;15;4.7;58
U05714;68;Colombia;Pereira;gastronómico;solo;3;ninguna;80000;25;3.9;146
U05715;67;Chile;Extranjero;naturaleza;pareja;4;ninguna;261223;6;5.0;146
U05716;65;Colombia;Cali;naturaleza;pareja;2;ninguna;140686;20;4.6;169
U05717;65;Colombia;Bogotá;relax_fotografía;pareja;1;ninguna;195021;28;4.3;185
U05718;55;Colombia;Medellín;cultural;familia;1;ninguna;209726;2;3.6;84
U05719;59;Colombia;Pasto;cultural;amigos;1;ninguna;177985;37;3.9;107
U05720;31;Colombia;Cúcuta;cultural;pareja;1;ninguna;198310;36;4.1;46
U05721;29;Colombia;Manizales;cultural;pareja;2;ninguna;256455;16;3.2;241
U05722;24;Colombia;Ibagué;gastronómico;pareja;2;ninguna;175935;39;4.8;277
U05723;52;Colombia;Medellín;naturaleza;familia;1;ninguna;187282;1;3.6;292
U05724;40;Colombia;Cúcuta;cultural;familia;3;ninguna;161396;9;3.5;208
U05725;23;Colombia;Neiva;relax_fotografía;pareja;1;ninguna;405309;29;4.5;128
U05726;46;Colombia;Cali;naturaleza;familia;3;ninguna;94659;6;4.6;209
U05727;41;Colombia;Bucaramanga;aventura;familia;1;ninguna;209743;24;3.9;114
U05728;26;Colombia;Neiva;gastronómico;pareja;1;ninguna;175258;7;4.7;159
U05729;47;Colombia;Neiva;cultural;familia;2;ninguna;204664;21;3.9;151
U05730;53;Perú;Extranjero;cultural;pareja;2;ninguna;224934;24;3.9;278
U05731;65;Colombia;Pasto;cultural;pareja;1;ninguna;202671;35;4.4;52
U05732;18;Colombia;Manizales;naturaleza;solo;2;ninguna;232566;25;3.6;271
U05733;66;Colombia;Tunja;aventura;pareja;2;ninguna;121878;7;5.0;68
U05734;50;Colombia;Manizales;cultural;pareja;3;ninguna;184319;4;4.1;75
U05735;33;Colombia;Bucaramanga;cultural;amigos;2;ninguna;226381;37;3.2;312
U05736;20;Colombia;Manizales;cultural;pareja;3;ninguna;165923;25;3.7;338
U05737;63;Colombia;Cúcuta;relax_fotografía;pareja;2;ninguna;267628;4;4.9;340
U05738;22;Colombia;Pereira;relax_fotografía;pareja;2;silla_ruedas;223409;34;4.1;257
U05739;19;Colombia;Bogotá;cultural;solo;1;ninguna;205349;28;3.8;40
U05740;22;Colombia;Cali;aventura;amigos;2;ninguna;219951;5;3.8;234
U05741;59;Colombia;Villavicencio;cultural;solo;1;ninguna;194429;36;4.6;341
U05742;18;Colombia;Cúcuta;naturaleza;familia;2;ninguna;241428;18;4.6;217
U05743;52;Colombia;Cali;relax_fotografía;solo;2;ninguna;100459;14;4.6;190
U05744;25;Colombia;Barranquilla;naturaleza;amigos;2;leve;270635;4;3.3;81
U05745;64;Colombia;Tunja;aventura;pareja;1;ninguna;257605;34;4.0;310
U05746;49;Colombia;Ibagué;naturaleza;solo;4;ninguna;178254;3;4.2;281
U05747;28;Colombia;Manizales;cultural;pareja;1;ninguna;168307;22;3.2;172
U05748;50;Colombia;Cartagena;naturaleza;solo;1;ninguna;116845;0;4.3;33
U05749;36;Colombia;Tunja;naturaleza;amigos;4;ninguna;271976;2;4.3;273
U05750;64;Colombia;Bogotá;relax_fotografía;pareja;2;ninguna;80000;33;4.5;327
U05751;54;Colombia;Pasto;cultural;familia;3;ninguna;162466;12;3.9;99
U05752;22;Colombia;Villavicencio;naturaleza;amigos;2;ninguna;245627;34;3.9;250
U05753;21;Colombia;Pereira;relax_fotografía;pareja;1;ninguna;185939;29;3.9;315
U05754;58;Colombia;Medellín;cultural;familia;4;ninguna;304775;26;3.8;243
U05755;48;Colombia;Neiva;cultural;pareja;1;ninguna;80000;11;4.2;149
U05756;61;Colombia;Medellín;aventura;pareja;2;ninguna;187108;11;4.9;128
U05757;55;Colombia;Cali;cultural;familia;2;ninguna;246947;38;4.1;52
U05758;68;Colombia;Barranquilla;naturaleza;pareja;3;ninguna;306009;8;4.2;220
U05759;41;Colombia;Manizales;gastronómico;pareja;1;ninguna;80000;37;3.3;143
U05760;44;Brasil;Extranjero;cultural;pareja;2;ninguna;347445;12;4.9;142
U05761;49;Argentina;Extranjero;naturaleza;familia;2;ninguna;190458;30;4.0;193
U05762;20;Colombia;Cali;cultural;pareja;3;ninguna;139254;35;3.8;147
U05763;35;Colombia;Medellín;aventura;familia;2;ninguna;317810;35;4.7;340
U05764;32;Estados Unidos;Extranjero;cultural;amigos;2;ninguna;282279;3;3.7;245
U05765;24;Colombia;Cartagena;gastronómico;pareja;3;leve;286651;2;4.4;357
U05766;25;Colombia;Medellín;aventura;amigos;3;ninguna;261477;21;4.2;59
U05767;49;Colombia;Medellín;gastronómico;familia;1;ninguna;207026;34;3.3;347
U05768;42;Estados Unidos;Extranjero;gastronómico;pareja;3;ninguna;246581;19;4.5;56
U05769;23;Colombia;Ibagué;aventura;amigos;1;ninguna;326106;15;4.1;95
U05770;34;Colombia;Ibagué;aventura;amigos;2;ninguna;185820;26;3.9;81
U05771;59;Colombia;Pasto;gastronómico;pareja;2;ninguna;247543;35;4.5;293
U05772;26;Colombia;Bucaramanga;aventura;solo;1;ninguna;114049;31;3.8;65
U05773;52;Colombia;Cúcuta;naturaleza;solo;1;ninguna;339373;34;4.6;126
U05774;55;Colombia;Villavicencio;relax_fotografía;familia;1;ninguna;297268;13;4.0;358
U05775;31;Colombia;Barranquilla;gastronómico;familia;1;ninguna;301689;8;4.0;146
U05776;38;México;Extranjero;naturaleza;familia;1;ninguna;263733;39;4.3;337
U05777;18;Alemania;Extranjero;gastronómico;pareja;1;silla_ruedas;132663;7;3.7;254
U05778;57;Colombia;Bogotá;cultural;solo;2;ninguna;260421;35;4.1;294
U05779;56;Colombia;Bucaramanga;naturaleza;familia;3;ninguna;139607;33;3.8;222
U05780;56;Colombia;Barranquilla;naturaleza;familia;4;ninguna;310136;20;3.9;191
U05781;51;Colombia;Barranquilla;cultural;pareja;2;ninguna;368485;21;3.9;64
U05782;42;Colombia;Medellín;naturaleza;amigos;2;ninguna;245176;29;4.1;265
U05783;40;Colombia;Bogotá;naturaleza;familia;2;ninguna;339500;10;4.5;244
U05784;63;Colombia;Villavicencio;naturaleza;pareja;2;ninguna;206707;14;4.4;123
U05785;22;Colombia;Cali;naturaleza;pareja;1;ninguna;222633;25;3.8;180
U05786;57;Colombia;Villavicencio;cultural;familia;2;ninguna;204395;11;4.9;347
U05787;52;Colombia;Ibagué;naturaleza;pareja;4;ninguna;182986;15;4.4;316
U05788;58;Colombia;Bucaramanga;cultural;amigos;1;ninguna;255698;0;3.3;115
U05789;50;Colombia;Tunja;relax_fotografía;amigos;4;ninguna;271353;9;3.2;331
U05790;56;Colombia;Cali;cultural;familia;3;ninguna;255410;16;4.0;93
U05791;21;Colombia;Medellín;relax_fotografía;pareja;2;ninguna;230817;35;4.1;30
U05792;37;Colombia;Bogotá;aventura;solo;3;ninguna;124560;21;4.2;276
U05793;61;España;Extranjero;gastronómico;amigos;1;ninguna;182365;5;3.8;247
U05794;27;Colombia;Cali;cultural;familia;2;ninguna;272329;5;5.0;153
U05795;18;Colombia;Villavicencio;aventura;pareja;2;ninguna;233166;23;4.4;126
U05796;67;Colombia;Barranquilla;cultural;pareja;1;ninguna;231939;21;4.4;327
U05797;50;Colombia;Ibagué;aventura;solo;2;ninguna;271115;27;4.1;234
U05798;42;Colombia;Medellín;naturaleza;pareja;1;ninguna;180546;33;5.0;171
U05799;34;Colombia;Bogotá;cultural;pareja;2;ninguna;80000;2;4.7;273
U05800;69;Brasil;Extranjero;naturaleza;solo;4;ninguna;170359;24;3.8;85
U05801;68;Colombia;Pasto;naturaleza;solo;3;ninguna;119349;33;4.3;181
U05802;38;Colombia;Pasto;naturaleza;pareja;2;ninguna;276435;6;4.8;46
U05803;19;Colombia;Neiva;relax_fotografía;pareja;1;ninguna;241520;39;4.8;229
U05804;44;Colombia;Villavicencio;gastronómico;amigos;1;leve;134908;23;5.0;183
U05805;55;Colombia;Cartagena;naturaleza;pareja;1;ninguna;309065;17;4.4;106
U05806;24;Colombia;Ibagué;cultural;pareja;2;ninguna;414525;38;4.5;60
U05807;52;Colombia;Barranquilla;gastronómico;pareja;3;ninguna;302892;22;4.3;247
U05808;34;Colombia;Cali;cultural;amigos;2;ninguna;254074;36;3.8;307
U05809;39;Colombia;Pereira;cultural;solo;1;ninguna;333335;1;4.0;127
U05810;47;Colombia;Cúcuta;aventura;solo;2;ninguna;300062;24;4.2;131
U05811;66;Colombia;Bogotá;naturaleza;solo;1;ninguna;173666;22;4.6;160
U05812;48;Colombia;Medellín;gastronómico;solo;2;ninguna;135370;23;4.2;209
U05813;18;Colombia;Tunja;cultural;pareja;2;ninguna;192723;9;4.5;159
U05814;62;Colombia;Pereira;cultural;amigos;1;ninguna;325550;23;4.0;237
U05815;25;Colombia;Ibagué;naturaleza;pareja;1;ninguna;164484;14;4.6;139
U05816;65;Colombia;Tunja;naturaleza;pareja;3;ninguna;166680;13;4.3;308
U05817;29;Colombia;Bogotá;aventura;amigos;2;ninguna;230682;11;3.4;191
U05818;54;Colombia;Barranquilla;cultural;amigos;4;ninguna;95582;39;4.6;90
U05819;55;Colombia;Medellín;aventura;pareja;4;ninguna;177804;17;4.1;358
U05820;58;Colombia;Cali;naturaleza;pareja;1;ninguna;270752;3;4.8;264
U05821;65;Colombia;Cali;naturaleza;pareja;1;ninguna;115452;7;4.1;244
U05822;64;Colombia;Medellín;naturaleza;pareja;3;ninguna;133109;19;3.3;321
U05823;38;Colombia;Pereira;naturaleza;amigos;1;ninguna;222716;18;4.5;308
U05824;49;Colombia;Neiva;naturaleza;pareja;1;ninguna;125528;9;4.1;67
U05825;35;Colombia;Cali;cultural;pareja;3;ninguna;114672;33;4.3;302
U05826;68;Colombia;Pereira;gastronómico;pareja;3;ninguna;156444;32;4.0;65
